Population,Median Age,Household Income,Per Capita Income,Masters holders,Median gross rent,Poverty Rate,Unemployment rate,pop_arc/eng,house_age,Population Density
7614.0,38.2,79464.0,39478.0,461.0,1793.0,8.261097977410033,1.7073811400052534,22,43,367.6662320730117
28584.0,41.5,62207.0,30036.0,1255.0,1328.0,10.568849706129305,6.447663028267562,310,34,237.30614684687677
5249.0,32.3,66029.0,52940.0,561.0,788.0,14.3646408839779,2.781482187083254,55,68,943.5556354484991
1462.0,36.6,54375.0,22550.0,24.0,874.0,7.387140902872777,4.4459644322845415,1,58,63.18610078658483
949.0,52.5,24886.0,21336.0,28.0,1283.0,36.03793466807166,6.954689146469969,3,32,3.183121740151274
774.0,43.6,59167.0,26846.0,33.0,940.0,14.987080103359173,6.847545219638243,0,39,104.14424111948331
60745.0,35.7,118550.0,42991.0,6215.0,1568.0,3.52950860153099,2.2586221088155405,852,16,2573.5044907642773
19289.0,43.1,45388.0,23697.0,758.0,588.0,18.559800922805746,4.717714759707605,139,45,87.12206755133197
7378.0,42.4,51915.0,27925.0,259.0,731.0,13.553808620222282,2.277039848197344,17,40,38.833214030064426
16026.0,37.0,47354.0,19252.0,323.0,634.0,8.167977037314364,3.949831523773868,28,39,137.39476346427531
37729.0,31.4,46825.0,19913.0,973.0,922.0,18.381086167139337,2.366879588645339,411,33,437.2197049586874
22996.0,32.7,70525.0,27467.0,1154.0,942.0,4.196381979474691,2.791789876500261,299,19,485.34222578670773
1960.0,48.1,32037.0,18530.0,35.0,302.0,11.122448979591837,1.020408163265306,4,41,9.06937143703265
979.0,36.5,32321.0,15383.0,75.0,850.0,37.078651685393254,3.3707865168539324,0,33,20.46575800652228
404.0,39.1,62054.0,27873.0,31.0,625.0,2.9702970297029703,0.0,0,64,1.8353625295293476
27006.0,21.9,26173.0,20014.0,1882.0,1355.0,36.36599274235355,4.8581796637784205,445,57,25262.86248830683
789.0,39.9,31034.0,16069.0,16.0,883.0,26.996197718631183,2.281368821292776,9,48,1228.9719626168223
3380.0,34.4,56489.0,25853.0,28.0,859.0,16.272189349112427,3.0473372781065087,25,46,20.526897523411595
4328.0,48.6,40448.0,25823.0,80.0,589.0,12.82347504621072,1.8253234750462104,59,64,21.20124033134286
2866.0,54.9,51875.0,36982.0,332.0,637.0,7.013258897418004,3.454291695743196,34,60,48.697602501146925
823.0,38.3,58875.0,25812.0,26.0,732.0,6.6828675577156735,3.0376670716889427,1,73,9.70839428113056
60583.0,39.1,90831.0,37334.0,3199.0,1556.0,5.4338675866167065,3.5653566181932224,670,39,1937.1682547803287
51245.0,33.9,68596.0,25562.0,829.0,1378.0,9.768757927602692,5.366377207532442,331,33,6711.85330713818
55783.0,38.1,92951.0,35476.0,3670.0,1232.0,4.754136564903286,2.6280408009608656,1373,20,4131.462005628796
12557.0,43.8,58263.0,33701.0,389.0,933.0,11.459743569323885,3.5199490324122005,186,53,612.1782371294852
441.0,38.1,51429.0,20278.0,0.0,581.0,12.244897959183671,0.453514739229025,0,77,12.712963763729135
7007.0,30.4,56250.0,26681.0,152.0,709.0,20.793492222063648,1.5555872698729842,29,49,34.5922195892575
1667.0,58.0,68750.0,35817.0,183.0,761.0,3.8392321535692857,2.399520095980804,10,36,6.097271041437303
251.0,51.6,61875.0,28571.0,1.0,464.0,4.7808764940239055,1.593625498007968,0,76,6.339344345102793
1787.0,46.1,51250.0,26724.0,77.0,681.0,9.289311695579183,5.540011191941801,6,59,40.25409411393688
44918.0,39.5,124317.0,46737.0,6567.0,2042.0,3.5353310476868964,1.9724831915935703,590,38,5357.585877862595
4679.0,60.4,49980.0,31067.0,283.0,1218.0,8.399230604830091,3.8897200256465063,29,18,78.02624776960661
2712.0,35.9,45773.0,20061.0,29.0,897.0,10.06637168141593,5.752212389380532,72,31,307.0304539793954
51150.0,43.6,68368.0,36962.0,4570.0,1056.0,6.0254154447702835,2.1133919843597258,386,41,1535.5288042988802
66818.0,29.2,27336.0,13046.0,929.0,712.0,40.78841030859947,4.964231195186925,72,42,7207.205263725596
29166.0,42.8,82464.0,37102.0,2788.0,1167.0,5.667558115614071,4.5772474799423986,419,50,985.7374611328917
3360.0,41.0,46341.0,20549.0,84.0,530.0,7.2023809523809526,0.8630952380952381,18,40,29.910002937589574
3644.0,42.7,53088.0,27258.0,131.0,578.0,10.70252469813392,1.9484083424807903,37,51,24.580101180438447
493.0,53.9,52375.0,28285.0,13.0,1025.0,4.8681541582150105,2.028397565922921,0,65,7.080891646558658
1096.0,43.3,53077.0,25416.0,23.0,623.0,9.945255474452557,6.021897810218978,9,60,32.95348627439189
15852.0,48.5,115560.0,54152.0,2182.0,1773.0,2.1637648246278074,2.5485743123896043,157,34,1200.818119839406
4113.0,46.5,72679.0,35347.0,230.0,1027.0,13.51811329929492,3.1850230974957454,19,37,76.87994168115291
38940.0,35.6,36801.0,17069.0,956.0,1024.0,27.73497688751926,4.874165382639959,211,74,11277.150304083405
1232.0,50.5,49028.0,26878.0,44.0,611.0,12.094155844155846,4.220779220779221,8,35,26.92955037268574
4605.0,40.6,50174.0,22511.0,161.0,549.0,15.244299674267099,3.517915309446254,40,29,155.82701678397402
1810.0,34.4,61016.0,23761.0,18.0,924.0,10.055248618784528,3.6464088397790055,28,58,64.89781283614198
737.0,54.9,25833.0,15610.0,64.0,489.0,18.317503392130266,0.0,0,28,14.353321518297076
27178.0,38.2,44356.0,22341.0,626.0,737.0,18.441386415483112,2.7117521524762678,186,34,133.84353238976055
5083.0,45.1,65767.0,31688.0,157.0,939.0,11.902419830808578,5.705292150304937,49,43,298.43823391263504
8180.0,44.7,45536.0,25423.0,158.0,673.0,10.525672371638144,1.882640586797066,42,41,55.55178268251273
318.0,36.5,26719.0,16176.0,0.0,773.0,29.24528301886793,8.176100628930818,0,41,49.87452948557089
41373.0,37.9,91472.0,37156.0,4746.0,1204.0,6.204529524085755,3.0285451864742705,1699,23,2293.7849975051286
14937.0,40.4,46996.0,22747.0,312.0,906.0,14.902590881703153,4.47211622146348,22,30,1538.627935723115
1046.0,51.8,39091.0,21079.0,28.0,469.0,14.913957934990439,1.338432122370937,6,42,26.43483535090601
1626.0,42.1,38750.0,20236.0,48.0,753.0,13.653136531365314,4.059040590405904,5,41,60.84190832553788
7566.0,64.1,88576.0,71321.0,888.0,1303.0,6.3441712926249005,1.0177108115252445,22,43,2101.6666666666665
945.0,48.7,40278.0,20324.0,56.0,568.0,23.49206349206349,6.878306878306877,0,44,26.638477801268497
49483.0,33.0,52184.0,19883.0,1158.0,1168.0,20.31202635248469,5.339207404563184,199,56,8803.237858032378
12270.0,38.9,105357.0,51249.0,1465.0,1369.0,3.1540342298288517,2.7383863080684603,135,42,768.4118236472946
815.0,45.3,50833.0,22796.0,12.0,833.0,15.460122699386506,5.766871165644171,4,46,34.367883950409045
3366.0,26.9,54826.0,20911.0,210.0,1364.0,15.092097445038624,3.951277480689245,47,25,34.55426436168028
60694.0,32.8,48523.0,20933.0,1724.0,970.0,16.978614031040962,5.8292417701914525,412,28,2573.088010852976
4710.0,42.3,44549.0,21126.0,73.0,584.0,14.798301486199575,3.3545647558386413,0,48,86.53475169486855
9457.0,51.5,76221.0,40905.0,894.0,1134.0,7.253886010362692,2.6752669979909056,49,40,568.2268821726852
2098.0,50.0,49038.0,31664.0,35.0,652.0,9.008579599618685,0.09532888465204956,2,41,58.36207855791699
1481.0,43.9,58750.0,30729.0,144.0,959.0,12.153950033760973,0.6752194463200539,13,41,86.20488940628638
12692.0,42.2,56050.0,29627.0,436.0,660.0,12.677277024897576,2.631578947368421,263,47,61.01307079573697
19883.0,35.8,46971.0,20280.0,773.0,694.0,20.69607202132475,4.214655736055927,84,51,1992.6839045900983
3514.0,21.1,18555.0,11606.0,99.0,571.0,18.12749003984064,5.321570859419465,21,57,6580.524344569288
4035.0,43.0,41282.0,21334.0,49.0,628.0,19.454770755886,3.1474597273853777,25,39,63.65357311878845
31141.0,46.8,33104.0,21223.0,817.0,597.0,19.70392729841688,4.476413731094056,58,49,205.29233771285047
6221.0,26.6,19314.0,9578.0,118.0,603.0,38.70760327921556,6.172641054492848,9,58,2740.5286343612333
1205.0,48.1,45000.0,26446.0,9.0,470.0,17.178423236514522,0.7468879668049793,9,63,11.364172207290046
2066.0,39.5,34688.0,19551.0,29.0,463.0,23.13649564375605,2.2265246853823806,10,41,15.359795400982849
923.0,35.4,38482.0,15695.0,33.0,645.0,27.41061755146262,3.2502708559046587,11,27,74.35752839764763
41026.0,34.0,108888.0,68307.0,8116.0,1932.0,9.72553990152586,2.3521669185394627,446,45,27852.002715546503
24879.0,29.4,63316.0,24761.0,1103.0,1143.0,8.38458137384943,2.8337151814783548,270,15,420.46645259422
510.0,49.2,36917.0,19540.0,4.0,763.0,14.117647058823529,0.7843137254901961,0,40,4.164183126076768
3065.0,42.1,52066.0,23369.0,70.0,840.0,13.3115823817292,1.9575856443719413,12,46,34.00492599906806
11163.0,44.8,44120.0,23295.0,273.0,704.0,9.621069604944909,2.562035295171549,60,33,404.105125977411
1304.0,32.3,34286.0,14793.0,3.0,701.0,25.076687116564425,6.058282208588957,4,58,738.3918459796149
4634.0,35.2,61311.0,38782.0,348.0,970.0,6.668105308588692,3.4527406128614597,87,22,1122.0338983050847
5489.0,40.1,54067.0,27488.0,129.0,645.0,6.758972490435418,1.5485516487520496,53,46,67.12812924213334
12392.0,33.0,102066.0,84154.0,3059.0,1827.0,12.604906391220142,3.6636539703034217,192,39,20653.333333333336
4673.0,46.9,44099.0,21331.0,85.0,498.0,9.758185319922964,2.974534560239675,13,32,74.03006827939102
