ZipCode,StateName,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
75189,Texas,224200,233800,234300,234200,2.31E+05,243400,2.39E+05,231900,232300,234900,241900,2.43E+05
85340,Arizona,2.61E+05,259800,272200,266200,2.67E+05,274100,295600,316700,,,,
22401,Virginia,3.10E+05,291100,293300,284300,305600,323500,332500,321900,289200,268100,293800,
94598,California,869200,899900,935800,911100,919100,919300,9.70E+05,960900,938600,983700,976600,986600
32821,Florida,201900,203200,189300,184600,195400,195100,204100,202500,211600,214400,210900,218900
92555,California,3.59E+05,353900,358900,358800,363900,358200,367500,365400,371300,370900,3.84E+05,3.76E+05
98271,Washington,317200,3.29E+05,336700,352900,353500,363900,363300,353200,344500,342400,360900,363100
19468,Pennsylvania,260300,240100,242300,209500,220600,231600,245200,239900,230400,232700,238200,
64111,Missouri,194300,1.95E+05,189200,188400,206800,212300,214100,187800,192600,2.26E+05,235700,232200
55419,Minnesota,354800,363400,357700,346400,342700,335900,352300,360800,381700,370300,346500,346700
80222,Colorado,398500,380300,400800,417900,426700,423200,416400,438700,446800,458500,467200,452500
97005,Oregon,333700,369200,361300,3.58E+05,342600,314800,324800,322300,3.31E+05,332900,344400,363500
33755,Florida,183400,197700,198500,203700,200300,203300,194300,188400,188200,191300,191300,193600
17257,Pennsylvania,165800,1.71E+05,177900,181200,163100,156200,155100,168400,1.75E+05,175900,175500,167700
83713,Idaho,251200,255800,251100,256800,247900,254100,254700,257400,261400,262100,271700,264600
75089,Texas,259500,264200,260900,247700,247200,254300,255800,258400,259600,2.62E+05,255900,
23834,Virginia,135500,141700,147700,162400,152400,149400,143600,150100,1.55E+05,161400,180800,
33543,Florida,268500,278200,269900,258300,2.37E+05,222700,214800,216100,224100,2.29E+05,239300,233400
14043,New York,147700,147600,143600,141100,1.38E+05,143900,140500,144100,140300,139900,144100,
94124,California,798100,804300,835800,860900,923600,918400,9.51E+05,926500,891800,843800,848600,
92614,California,655100,682500,683300,669800,735200,766800,801900,787200,,,,
90601,California,496600,505100,509200,515200,4.98E+05,523500,515300,5.32E+05,506800,524500,510500,539300
6851,Connecticut,414300,397700,379200,392200,405300,420200,413300,419100,425400,415800,409200,
70461,Louisiana,188500,191500,188700,189500,203900,223200,215300,193200,181700,199300,199300,
60134,Illinois,323400,317800,314500,303100,296500,308500,322100,338400,339600,350700,3.47E+05,344200
15044,Pennsylvania,306700,283700,294700,2.79E+05,283500,273100,248600,275500,283300,290300,,
33056,Florida,227500,223100,205200,194800,213200,235500,232800,222500,234200,230200,,
75218,Texas,356100,335500,354700,339600,360400,369500,383900,371600,353100,3.67E+05,389400,
33145,Florida,336200,328700,350500,360300,346200,334400,342400,344200,330400,3.23E+05,375200,375800
3801,New Hampshire,452600,413200,431100,402500,435300,425600,434200,439100,462100,4.47E+05,4.76E+05,449800
20603,Maryland,288100,288600,303200,298700,318500,325400,322900,307700,311700,309500,310500,304600
23703,Virginia,207800,199300,197600,178400,166900,157400,162900,175200,198400,210900,212300,202400
68046,Nebraska,1.98E+05,194600,213200,225900,2.48E+05,2.43E+05,250600,234800,239300,237700,256600,
91763,California,391200,4.07E+05,406500,418900,421200,424300,421600,410200,421800,412800,421600,428300
80005,Colorado,430200,437500,432900,441600,442500,445900,417100,420300,415900,418300,,
72015,Arkansas,135800,126900,110400,114200,130400,127700,131700,117900,114900,113400,119900,
11901,New York,323500,325800,362800,387700,374100,350700,342300,323100,,,,
34275,Florida,310200,287700,288800,312200,325400,311100,320600,313300,336100,326300,335600,323200
48335,Michigan,273100,2.97E+05,280500,261100,2.44E+05,258200,267700,259200,2.65E+05,258400,260700,248500
48076,Michigan,1.59E+05,154100,165500,168900,167700,172200,180600,192600,192700,183700,180200,177700
78244,Texas,149200,150400,142900,147400,149400,151800,152500,150900,155300,159900,173500,1.76E+05
28081,North Carolina,119900,122900,131800,1.36E+05,132200,132300,139100,134300,145600,156100,168600,1.59E+05
98373,Washington,357900,349600,345200,330900,330400,3.27E+05,324700,318500,325600,3.25E+05,333400,3.21E+05
1880,Massachusetts,493500,492800,491800,511400,516900,515600,516300,514200,499900,522100,524200,
63028,Missouri,150800,159400,159200,159400,155300,165500,167300,166300,156400,164400,158400,165500
48316,Michigan,241600,240900,247500,238900,243100,249800,254500,253500,252200,234200,229100,246500
22041,Virginia,330700,315800,309900,304300,315800,2.89E+05,2.85E+05,278600,289400,296500,279500,
55448,Minnesota,235400,235500,219600,217600,220400,222700,2.27E+05,235200,236200,243400,249500,
95219,California,407300,402700,418900,384200,3.85E+05,362900,380800,383600,378600,3.66E+05,374100,391300
90260,California,515700,503600,497600,523900,546300,565700,548400,515900,507900,508800,558800,589200
84115,Utah,284400,278100,2.81E+05,269600,271500,278400,279400,262900,274200,274500,305600,
37716,Tennessee,135800,138400,142600,144900,156900,159700,151500,1.44E+05,143700,150300,158200,152500
33408,Florida,348100,315700,341500,350600,3.37E+05,324300,296800,303200,295500,3.20E+05,3.24E+05,
34691,Florida,99200,104400,112100,114100,114200,107300,115400,115900,126800,115500,115700,109200
93706,California,125300,1.35E+05,111400,124600,117100,148600,141800,147400,130200,125600,1.20E+05,129900
23236,Virginia,212100,2.22E+05,222700,228300,222800,218600,213600,215500,232500,240800,250200,235500
6854,Connecticut,324800,392700,352100,368800,329700,3.50E+05,334500,310300,304700,2.98E+05,335500,
21015,Maryland,275500,279300,277300,272800,292700,304100,293600,264300,259400,270400,282600,
55449,Minnesota,263800,308600,326500,335800,303800,295100,307700,316400,317100,320900,323700,
38135,Tennessee,172500,182700,183600,187700,177900,1.79E+05,169300,1.75E+05,172200,175900,164500,168800
91101,California,561100,559200,5.41E+05,579700,600500,652800,633600,616900,576100,586800,570700,619200
68127,Nebraska,162200,164200,162200,166600,163400,166500,166500,167600,168800,166900,163800,
76123,Texas,184400,192700,190700,195900,194900,198900,199800,199500,197400,2.01E+05,1.96E+05,194200
91354,California,582200,608400,550600,536100,531200,571500,556300,562100,567300,578100,583400,589700
93004,California,5.82E+05,576500,602300,586500,6.00E+05,595300,606800,603700,6.04E+05,620300,610500,616500
48390,Michigan,183300,2.04E+05,196800,193300,180300,187400,198500,2.01E+05,191100,186500,185700,204300
55318,Minnesota,258900,268300,2.78E+05,296600,292300,303300,302800,285900,275900,276500,2.79E+05,
19355,Pennsylvania,419900,400400,424100,423200,454600,435400,447700,423800,412900,448500,466500,491100
33496,Florida,341200,351700,339200,305800,310300,311900,306200,325300,3.25E+05,357500,343500,
76033,Texas,154400,160600,156100,153800,153800,149200,1.50E+05,1.54E+05,157200,1.67E+05,158800,169300
40205,Kentucky,262800,254300,231100,260300,268600,286800,2.80E+05,282700,273700,2.70E+05,260600,266400
55427,Minnesota,244700,254400,262600,268400,2.69E+05,257800,252900,246600,243900,2.40E+05,249300,257700
60077,Illinois,231600,214400,244700,232600,240800,248500,253300,277800,261400,258800,251800,243800
33570,Florida,196500,201400,209800,201600,197200,197400,199800,199600,193100,188600,199100,
32221,Florida,152200,150200,152500,146800,158600,166300,1.74E+05,178600,175400,175200,172600,176300
90712,California,549500,556900,565800,569300,569800,572400,576500,580300,576400,571800,574600,581900
92782,California,766300,790800,763500,7.74E+05,769800,725400,721500,714500,704300,682600,698500,684700
8055,New Jersey,322400,328700,335300,3.02E+05,276100,254300,294300,297100,333700,327800,334700,323300
27028,North Carolina,1.32E+05,135300,139900,157600,148700,155800,140700,1.43E+05,138900,148600,145600,140700
21771,Maryland,361500,350100,368100,416300,4.30E+05,424100,409100,406500,413800,402800,413600,384500
20708,Maryland,316400,309400,331500,329300,320600,3.09E+05,311900,313100,349300,344100,3.26E+05,2.96E+05
95818,California,537300,545800,539800,528900,553200,542600,535300,508500,490200,508300,518200,5.44E+05
72019,Arkansas,167500,157700,1.67E+05,175100,186900,165500,171100,185300,196700,204400,191200,204300
60510,Illinois,298500,323400,318900,328800,301400,287600,265800,264900,272300,276400,286200,284700
83714,Idaho,291600,300400,2.70E+05,2.87E+05,276600,290200,271700,284900,287600,301300,3.15E+05,331800
92081,California,564600,5.75E+05,567700,554200,540800,560800,561500,584700,566100,564600,552700,562700
78023,Texas,294100,2.90E+05,2.96E+05,315300,301700,293600,3.03E+05,319300,333800,323800,318100,303900
43004,Ohio,2.04E+05,209800,219800,219200,207500,202600,198500,209400,203300,208700,188300,196700
34747,Florida,2.26E+05,236500,230400,237700,245100,2.48E+05,243800,240400,240300,245400,239900,256200
1605,Massachusetts,215500,207100,211800,209300,217100,2.18E+05,215100,207900,215700,202700,219100,220400
55429,Minnesota,189800,192100,191600,198400,206500,2.06E+05,204600,2.01E+05,203300,204500,200300,203100
55068,Minnesota,253500,261800,2.54E+05,2.59E+05,257200,269300,281300,280800,281200,286200,296500,313700
30345,Georgia,424600,422400,435900,419300,417900,398200,390400,395800,3.96E+05,388600,380300,
6514,Connecticut,155200,162800,164800,170600,172200,175700,175400,169300,160700,153200,1.58E+05,
89142,Nevada,176900,190700,197800,213800,224900,217800,221400,219200,222500,219200,217600,2.21E+05
97003,Oregon,325500,327100,327300,331600,338400,337700,334500,329300,341200,344300,3.39E+05,339900
43054,Ohio,316200,308900,3.08E+05,319500,350900,359300,371700,3.71E+05,385500,362700,332600,325800
40206,Kentucky,201600,209800,208100,200600,181500,189600,176400,189800,1.80E+05,188200,187900,195300
70131,Louisiana,186300,1.86E+05,170400,159700,154100,1.84E+05,175500,183100,175500,177500,180800,192900
60185,Illinois,238500,220100,230700,213700,236700,257300,256300,256100,2.42E+05,248700,242600,218900
76001,Texas,227600,217500,220900,2.24E+05,229500,223200,224100,225400,230400,239300,237300,237500
33629,Florida,501300,463200,457900,464200,487700,488700,4.94E+05,474300,512900,542300,562100,571200
98405,Washington,263700,284900,288900,277700,265300,270600,286200,286500,2.87E+05,292300,297200,301700
48092,Michigan,159500,155300,153100,156900,158700,159300,1.57E+05,157300,159400,158100,160200,157700
13088,New York,128900,136700,131600,128800,123400,135500,135200,137100,126500,127800,133200,131600
85119,Arizona,189400,183300,1.91E+05,205900,204100,208400,204400,215500,2.23E+05,227900,228200,223800
44483,Ohio,59100,64300,65200,64700,64300,64400,58500,5.60E+04,52800,58900,58700,
49509,Michigan,126800,1.27E+05,123500,125800,133100,138500,140400,138400,140600,141400,,
40258,Kentucky,129700,137800,138100,138500,126900,130500,129500,129100,125600,127200,132400,136900
8005,New Jersey,214800,198700,198100,206800,227900,221500,219200,205500,215300,203600,216100,207800
38119,Tennessee,197900,189700,167700,170700,1.79E+05,180900,184300,183500,181800,189200,205800,217200
46304,Indiana,187500,180400,1.89E+05,182900,214300,205300,223500,216600,218700,206900,193900,195500
76226,Texas,346400,355700,368300,379300,388500,371400,395600,375200,382200,,,
85335,Arizona,180800,183600,185600,186200,189900,190600,194800,192800,194300,,,
98112,Washington,1056400,1062500,993200,1035600,1251400,1.23E+06,1217500,989500,996700,985100,1124800,1238100
7631,New Jersey,361500,342500,341200,3.42E+05,416500,404500,423600,359500,371900,399800,422600,
33706,Florida,412100,4.53E+05,438600,441600,396300,3.98E+05,390900,434700,436600,439900,404500,4.34E+05
29201,South Carolina,149600,1.66E+05,171600,178100,166100,156600,158200,167500,165800,151600,1.36E+05,137900
98037,Washington,490700,498900,490900,480800,481500,4.89E+05,4.76E+05,471900,462900,482400,489400,506400
90605,California,490600,510700,510800,510200,515300,527200,528600,532900,519500,525900,506700,509700
7013,New Jersey,334800,342600,349900,339900,337200,336200,344400,338900,346700,343300,356100,351400
22408,Virginia,266100,266200,271900,278500,275500,268700,261300,262600,255700,2.54E+05,254300,263100
41051,Kentucky,194500,200700,191800,185200,174300,173300,174300,178700,186200,187600,1.88E+05,193300
43085,Ohio,222900,219800,264600,252100,255200,224500,245800,248600,241500,237400,244900,262100
92653,California,754600,722100,722300,724100,7.78E+05,702400,7.60E+05,711800,736300,677700,699700,6.95E+05
98040,Washington,1.34E+06,1437800,1443900,1484600,1444100,1427900,1488300,1479100,1453900,1318400,1322300,1558300
32832,Florida,342100,341100,331100,324500,329900,326200,313800,309200,308500,3.06E+05,315200,319600
84601,Utah,236800,217900,214200,245600,263800,269100,272800,270900,276200,270800,,
98685,Washington,365200,388200,403700,388800,368500,365100,369800,385100,380400,383200,366700,360900
85737,Arizona,279600,302800,293300,316500,304700,313500,297700,298200,297500,304300,282300,269200
60655,Illinois,226500,216800,221900,230900,236800,2.33E+05,247200,248900,241900,223500,224400,238800
85024,Arizona,254500,2.51E+05,261900,255500,2.67E+05,266900,258500,258900,262100,277900,279500,274700
11793,New York,482600,507700,502100,500900,487200,488500,482900,470600,479400,484800,484300,
60018,Illinois,219600,2.23E+05,228500,237800,242900,2.51E+05,253400,243400,254200,255800,253900,253800
22153,Virginia,468100,474600,491600,499400,469500,469600,456500,472700,4.63E+05,476400,460100,
30143,Georgia,229200,224300,2.21E+05,229900,237100,231600,214700,218400,202200,208900,229300,
20152,Virginia,4.62E+05,457600,463400,469400,484800,488800,4.93E+05,502400,473200,489300,468900,507700
45356,Ohio,86500,109400,116500,115700,9.70E+04,8.50E+04,82100,7.50E+04,80800,89500,94300,92700
53593,Wisconsin,352900,329900,337200,335600,329800,329200,359600,366800,3.66E+05,338500,336900,
60187,Illinois,3.70E+05,374600,359500,317200,303500,308200,305200,331400,324800,314300,302100,301900
48315,Michigan,286200,275600,290400,270400,282600,280600,283600,287300,288100,293900,281500,268900
14227,New York,1.40E+05,132400,134100,1.39E+05,146200,145800,1.41E+05,144700,141100,142600,140800,
92284,California,182300,198500,202400,197300,194500,201200,207100,212900,201400,209800,205400,213500
91214,California,833700,835800,864400,826800,826600,807600,827700,830500,809300,8.03E+05,814800,802900
1906,Massachusetts,409400,397200,410100,390900,403600,403700,4.40E+05,430300,432600,418200,436900,
2760,Massachusetts,320700,323800,329200,327300,340100,339700,333700,296200,288500,310800,327500,
34639,Florida,247400,250900,246900,256600,2.44E+05,238700,234600,238700,242200,238800,235900,230100
11003,New York,396100,390400,417500,404600,408200,401800,415100,424100,418600,430400,439400,
7039,New Jersey,637300,599600,641100,581100,6.03E+05,635800,6.36E+05,6.36E+05,599900,589200,594400,
19053,Pennsylvania,269300,267300,272100,292200,294600,2.87E+05,295900,292400,2.88E+05,286100,287800,306800
45212,Ohio,139500,119400,129700,126600,142100,143500,157800,155600,150100,139700,138900,
83607,Idaho,1.89E+05,194200,2.06E+05,213300,210600,206500,201300,203700,200200,207500,212500,214500
1851,Massachusetts,270300,279600,258500,2.70E+05,277200,274800,255300,2.41E+05,251900,240800,251400,
94609,California,882500,867300,877600,837400,955400,913900,996700,941600,957400,863600,808200,867600
70130,Louisiana,324900,347200,306200,315200,319500,348800,335200,337800,333600,329500,328800,341800
74135,Oklahoma,157900,158300,164400,160300,162100,155200,155800,155100,157500,1.66E+05,171200,1.75E+05
17109,Pennsylvania,144900,151200,154800,155200,1.48E+05,150100,149200,1.54E+05,147200,149300,142300,1.44E+05
55378,Minnesota,273600,279700,286300,288900,281700,291800,288100,300800,289700,303100,2.90E+05,291100
60646,Illinois,418700,358600,413100,386800,430400,391700,390600,397300,387300,3.83E+05,391200,398900
80113,Colorado,392800,386800,387200,407500,446200,477500,467800,456700,450500,474600,482400,471800
94402,California,1915600,1920200,1823900,1676400,1.80E+06,1665700,1910200,1769600,1874900,1880600,1942900,1690500
10956,New York,490100,482600,456500,456900,454400,467900,468300,485100,502100,506300,500700,
43202,Ohio,2.25E+05,218400,209700,213300,235100,248400,259600,261500,266800,255300,237900,230900
60559,Illinois,212700,249400,247400,252600,2.49E+05,259200,271400,270100,290600,2.80E+05,274600,261300
95632,California,350100,336200,344800,353700,370400,363800,346100,347800,347100,366100,366400,350200
68154,Nebraska,204800,2.06E+05,209100,203900,202500,208900,223600,228900,224700,218800,207300,
98106,Washington,493800,555600,544500,535500,503900,518800,519300,516100,523200,499500,488300,490200
80817,Colorado,245200,254900,259100,2.63E+05,260500,250200,246300,248800,2.55E+05,2.61E+05,262300,2.65E+05
38053,Tennessee,1.25E+05,107800,1.11E+05,1.21E+05,127200,114200,124100,118800,123200,109400,109100,136800
94545,California,640800,657500,668900,670300,697200,732600,746500,725600,704800,671400,650200,639300
12553,New York,2.08E+05,203700,193700,206800,213600,236500,249600,260600,256500,242500,234700,
32927,Florida,169500,172500,177300,168500,175900,175400,1.70E+05,1.61E+05,158700,168400,176100,177100
92694,California,7.37E+05,718100,741100,730100,757600,776800,773900,743200,733300,721200,688500,656300
7026,New Jersey,289100,293200,323100,347500,3.30E+05,338100,336900,3.41E+05,3.36E+05,341300,351400,
32223,Florida,226100,228400,234200,2.31E+05,234700,242400,251600,249800,247700,237800,238400,2.46E+05
77586,Texas,243900,2.31E+05,243900,262400,266100,261100,247500,258400,257900,250100,2.46E+05,257600
32803,Florida,297700,294200,272700,275500,287600,317400,309100,307200,278200,290700,299500,314500
30655,Georgia,158300,160200,166400,167200,160400,177800,1.83E+05,193800,177900,171200,172900,
14617,New York,1.30E+05,128400,123200,124700,1.23E+05,130800,135500,139100,139900,139500,146300,
40222,Kentucky,2.51E+05,230200,234800,234300,262600,252500,246500,248400,252600,251900,271500,261900
92673,California,985200,1069600,1060400,1039200,984700,946900,917300,896400,935900,934200,963400,920400
60544,Illinois,223100,2.13E+05,209400,211400,220800,222400,215700,217100,2.18E+05,217900,216100,231700
23701,Virginia,154300,155200,155900,153500,1.54E+05,149200,148100,142200,139100,133600,134700,
91803,California,671500,658600,654900,608700,633200,647700,671900,680100,695800,677500,675200,649700
33830,Florida,134800,145600,157800,149500,138300,134200,136500,141400,137600,147100,131800,138300
7701,New Jersey,339700,330900,312600,306100,315400,317800,3.23E+05,3.18E+05,3.17E+05,333400,371600,392600
10710,New York,505500,471700,464200,4.71E+05,512100,519300,528800,482900,489200,4.74E+05,520400,571800
75082,Texas,376100,375400,391700,383800,385100,359500,339800,323200,3.12E+05,324100,332800,361600
60452,Illinois,176900,156700,158600,155200,171700,1.73E+05,168900,167900,1.66E+05,185300,193700,190500
11572,New York,488900,499100,476500,465200,442800,436700,4.52E+05,478100,485600,468200,469300,482600
63052,Missouri,199100,201700,204700,190300,209700,211700,211100,196100,206200,206900,212600,202700
98409,Washington,243400,2.41E+05,233900,236200,240100,238300,231200,236300,236700,2.51E+05,251200,261600
33030,Florida,1.96E+05,229900,236200,2.50E+05,214100,227800,224400,229100,228800,226200,240500,223100
10598,New York,424600,402600,396500,428200,468900,477700,472900,453300,453300,451600,463300,4.72E+05
55305,Minnesota,3.39E+05,362100,349200,347100,335900,328900,338800,323500,364600,352500,3.39E+05,297100
35007,Alabama,170800,178800,171900,171100,165900,168800,169800,176800,181900,1.85E+05,175900,178300
22152,Virginia,429600,415500,429400,458900,462700,472600,467800,485200,467100,463500,448800,
85629,Arizona,210400,213800,209200,199600,196600,199800,206100,204200,192700,192800,193800,203400
94062,California,2009700,2191900,2166400,2.13E+06,1840600,1864900,1850300,2156800,2150900,2244600,2142500,2124400
33563,Florida,134600,140700,144500,144900,143400,136200,145300,136400,154100,1.48E+05,159500,
33325,Florida,332900,363200,362300,360100,332900,354400,379900,3.65E+05,355700,328500,3.45E+05,341100
6074,Connecticut,228700,234400,231700,227200,218200,222900,237500,247600,253300,248300,258800,250300
6042,Connecticut,153100,165400,170500,175500,163700,162500,170200,175400,179900,174400,167200,
92277,California,132400,138700,133300,123400,1.17E+05,121800,115700,112400,109300,109200,118700,1.22E+05
29045,South Carolina,175400,1.68E+05,170300,150500,162400,168700,176100,165200,1.57E+05,150800,160700,166800
93552,California,298100,304400,3.00E+05,294800,297700,297100,306500,300100,305900,299900,308500,305200
23113,Virginia,307200,329300,3.76E+05,3.89E+05,3.72E+05,371700,376600,403500,410500,433500,423400,4.01E+05
33967,Florida,237600,231500,235600,237900,241100,231900,229700,232500,231600,226600,225900,
95618,California,569700,588500,622300,668900,651600,636200,631400,638600,634800,605100,586100,6.33E+05
33625,Florida,219900,218200,226100,214700,220100,221600,234400,228300,2.27E+05,224300,235700,228400
92679,California,890800,918700,960500,977500,986700,988800,1003400,988700,1037400,1005300,9.85E+05,883600
95242,California,366400,376700,377400,357600,363300,369100,379500,358700,355500,375300,386900,393900
20602,Maryland,256600,259300,251600,250800,246500,245600,245700,249800,256200,2.55E+05,272600,
21001,Maryland,1.82E+05,188200,182500,180100,178300,186400,199100,207800,208400,190700,174900,178100
85297,Arizona,2.90E+05,293800,298900,2.92E+05,293300,293500,308400,320300,,,,
68144,Nebraska,164100,170800,174600,186200,179400,178800,177200,171800,178800,181400,200800,
98072,Washington,673800,693500,734100,781600,767600,730100,697400,7.14E+05,7.29E+05,730300,742100,721100
92883,California,469600,468400,473300,471400,4.83E+05,485500,484100,481700,,,,
46234,Indiana,164900,171400,172200,165100,165300,166600,171500,177500,178100,167600,159600,
32169,Florida,3.53E+05,319100,332900,313700,330300,3.30E+05,352100,336700,329100,317300,3.32E+05,347800
46322,Indiana,174700,172400,169500,160800,160500,165700,172100,170100,172600,169600,175200,171800
68106,Nebraska,143700,141400,144400,1.41E+05,150800,154600,162200,159100,158500,155200,149200,
68005,Nebraska,142500,141600,143100,156400,1.52E+05,151600,134400,133300,131100,139100,142400,147200
30028,Georgia,263200,267700,275700,275500,269700,259200,268900,269100,276600,274800,282100,
37804,Tennessee,157500,148300,158800,157400,170900,164700,159400,159800,154600,158400,153700,
84084,Utah,289200,286400,290800,275200,273300,281600,284900,290800,301400,307400,312500,
93703,California,167700,163600,162900,160400,169200,179300,183200,176900,168200,175100,179300,1.79E+05
91364,California,832900,820100,8.45E+05,852200,875900,844600,893500,894200,,,,
1002,Massachusetts,277200,342700,343900,368300,301600,304500,281900,303400,312300,330500,317900,
85132,Arizona,158400,166100,167800,165600,164100,174400,178700,1.83E+05,175600,169900,172100,175800
1830,Massachusetts,285200,267900,235400,241300,262700,297800,3.06E+05,318700,301900,277200,257800,
34677,Florida,210400,216300,224300,234400,244500,241700,239500,231100,236800,238400,220200,2.18E+05
68022,Nebraska,303400,307700,323800,3.19E+05,307300,311600,3.24E+05,338600,339900,340600,356300,
98375,Washington,304100,313200,315700,317300,316500,319900,326400,321200,3.20E+05,313900,328100,331700
6880,Connecticut,1117500,1109800,1163300,1126400,1067600,1000400,1032800,1048900,1126100,1068700,1150600,1061700
8755,New Jersey,309500,300400,317800,330700,321900,316200,289200,305500,312800,318500,303400,290300
34219,Florida,2.76E+05,296200,299100,2.94E+05,271600,263900,266100,269400,269100,271700,266300,281100
94518,California,614800,675600,676800,657100,628400,635100,649200,6.26E+05,617100,621800,629800,6.52E+05
34769,Florida,174500,166400,167600,177900,193500,192300,183700,178200,181800,187100,184900,186800
94595,California,5.75E+05,565500,557100,488400,473500,501600,552800,561800,562200,546100,558600,5.53E+05
33174,Florida,233900,217500,197400,214500,230200,2.52E+05,,,,,,
48093,Michigan,139600,146200,148800,149300,148400,140300,1.42E+05,138400,1.46E+05,147900,148900,149100
2745,Massachusetts,228900,234400,253100,249300,239100,218100,224500,234600,242900,247300,243800,
14217,New York,139800,141100,142900,147200,150600,157600,152200,144800,137900,135200,146900,
32043,Florida,204800,187300,175200,171800,197200,206900,206900,209600,229800,223900,223200,204100
76209,Texas,1.88E+05,192800,185400,196500,194300,207400,216900,220900,210400,196300,194500,205100
6410,Connecticut,271700,291200,289100,297600,314100,315800,333700,297300,3.05E+05,2.69E+05,275500,260900
90059,California,352500,349200,347800,350900,357700,363600,361500,348600,356300,366300,388400,386700
29405,South Carolina,154400,152700,129800,148400,145700,175100,182200,194400,199700,184400,167100,
45241,Ohio,2.14E+05,210500,238500,223600,2.44E+05,220700,226200,214400,1.93E+05,215300,219300,
35124,Alabama,1.71E+05,188700,198200,195900,177600,176100,183100,198600,184400,187900,182700,197700
84663,Utah,267800,275900,286500,297400,296300,292100,2.80E+05,2.68E+05,266200,286200,,
91351,California,463300,459800,470600,478400,476700,477600,491400,487600,477100,459600,4.73E+05,483500
46375,Indiana,2.39E+05,231300,2.11E+05,192100,168300,1.84E+05,193800,217300,221600,226600,242600,250100
33328,Florida,335600,345500,348700,347100,352900,353500,355400,356500,345200,344100,341200,367100
43215,Ohio,310500,286100,306600,291200,290100,295100,310300,317900,315500,2.99E+05,317600,2.91E+05
98338,Washington,335900,351900,359500,362700,3.52E+05,346400,348200,338600,3.55E+05,342900,352500,342700
92236,California,231400,244100,248800,259600,246700,250800,242200,2.44E+05,2.51E+05,257100,250200,235500
60051,Illinois,164600,165100,183100,174400,176600,159500,163500,169400,167500,1.70E+05,1.73E+05,182600
55102,Minnesota,237800,2.35E+05,255300,221100,227500,217800,219600,217400,225500,221200,220300,220200
55014,Minnesota,248800,245800,238700,229800,232100,244600,247800,247900,236800,251600,258500,
38138,Tennessee,271100,278600,293600,287600,280200,286800,293800,2.98E+05,281600,260800,2.73E+05,281900
53144,Wisconsin,174900,163100,143800,151700,158500,162800,159200,150600,1.62E+05,166500,181800,
11570,New York,671900,6.83E+05,651100,683700,656700,663800,643200,649200,684600,7.04E+05,718500,
72116,Arkansas,163800,175100,167200,171700,157400,154900,156900,157800,157700,1.60E+05,170700,168200
91752,California,5.15E+05,521800,523600,531900,548200,,,,,,,
98126,Washington,626600,634600,614200,586700,589700,588600,5.92E+05,575900,582900,566500,553700,548300
76036,Texas,192800,2.02E+05,203700,205900,2.02E+05,202400,194900,1.89E+05,200200,2.08E+05,215400,209500
40223,Kentucky,219500,227400,222800,2.75E+05,258900,271400,224200,218800,198100,199600,218200,230600
34210,Florida,1.86E+05,187100,188300,1.90E+05,184300,179800,184800,187400,179700,176200,170700,1.83E+05
64155,Missouri,222300,255600,247900,258100,222800,225200,211300,217600,224700,240900,242300,239300
7748,New Jersey,384300,3.78E+05,349400,357400,356800,375800,385600,394100,407600,379100,383300,
90254,California,1691300,1646700,1595200,1702500,1682100,1690600,1590500,1658400,1.69E+06,1718200,1689400,1536800
53189,Wisconsin,291700,276600,264700,266600,284800,282700,298400,291500,297700,276300,302400,
89084,Nevada,268800,275800,279400,288600,302200,313700,3.18E+05,314200,313500,314100,315100,
20784,Maryland,227600,240500,231800,254200,258900,250600,247100,233200,238600,239800,2.44E+05,256900
32953,Florida,255900,279700,274800,2.60E+05,239700,245300,2.15E+05,228700,236700,278800,281300,281500
29036,South Carolina,219300,210700,226300,255300,257600,266400,260600,245300,238300,231800,251600,244300
2852,Rhode Island,311200,292100,308800,339900,364600,342800,341800,322700,3.42E+05,364700,378300,395600
80904,Colorado,264200,257100,258200,277400,278200,279500,2.76E+05,286500,296700,3.15E+05,3.13E+05,290500
95824,California,208300,225100,2.36E+05,237200,231500,227500,221600,224100,219800,231600,228800,229500
44319,Ohio,149800,165300,160600,148100,127500,124300,135200,136700,140400,135500,146700,146600
98372,Washington,3.52E+05,369500,394500,3.95E+05,351800,3.40E+05,342300,365400,340600,353100,365900,377200
44116,Ohio,217600,216100,210500,226700,234900,2.50E+05,213800,225800,234800,2.29E+05,235700,217900
44012,Ohio,200200,205200,210700,242200,230700,235900,211400,198900,2.22E+05,222600,245600,218200
35243,Alabama,351700,3.40E+05,339900,291500,3.20E+05,306200,312600,287900,291700,300400,3.39E+05,
33993,Florida,196700,205300,209800,211400,210800,209100,206100,207700,218600,232200,233800,
60642,Illinois,444400,505500,482600,486900,430100,430700,450500,472700,431800,432600,414300,459200
48326,Michigan,1.65E+05,1.63E+05,163700,158800,163300,166700,162400,152600,152700,154500,162100,1.47E+05
20721,Maryland,361800,353300,340800,331300,333300,3.37E+05,344400,349600,356600,372600,374800,400600
85259,Arizona,490500,472800,4.19E+05,433300,471600,4.53E+05,509300,547700,601500,591600,576600,
33596,Florida,280500,281200,279900,275600,275600,282300,270200,266800,266800,275200,277900,276200
