ZipCode,StateName,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
95667,California,346300,381800,394300,441800,423300,430600,4.01E+05,384500,395400,387300,375400,352100
30115,Georgia,2.70E+05,291600,279700,283700,260300,259300,272100,282100,305100,297500,290800,
55119,Minnesota,195100,200600,205400,201500,190300,193100,195700,199100,199800,199200,198700,203200
79925,Texas,158900,159700,143700,138500,134100,125200,123700,1.32E+05,138800,139700,128700,134500
85730,Arizona,151300,161500,166700,168700,159800,161800,161800,168700,166100,162300,156900,158500
93611,California,313500,313300,315400,3.19E+05,3.17E+05,319500,325900,316200,315800,315500,3.26E+05,
85704,Arizona,249900,249100,2.52E+05,235700,2.35E+05,238800,245400,249900,249500,239200,228500,221900
32207,Florida,132900,147500,147400,143900,138800,149500,158400,162500,200300,200400,209700,168200
90745,California,473500,474100,462700,4.57E+05,487800,521400,534500,530800,511500,507100,489800,502200
38125,Tennessee,172100,173500,167200,1.64E+05,157300,164100,165600,1.68E+05,164400,164200,174100,175500
38116,Tennessee,83600,85700,85500,87300,83600,81600,79200,85500,90700,89800,79700,79100
95127,California,717400,738600,791500,836600,870800,838900,824300,808600,809900,823800,786700,782200
48047,Michigan,202200,195200,206200,215100,223900,214600,205500,196300,201700,208200,225800,237100
95821,California,320800,315600,351500,341300,348200,332200,326700,322100,332800,337900,340100,318200
20748,Maryland,222300,231100,240500,237300,222700,213900,207700,2.17E+05,228400,224300,231900,233900
76021,Texas,257300,257700,2.64E+05,257600,264200,256400,263900,257800,263500,261700,266700,267900
21045,Maryland,309200,316800,320800,319600,306800,315800,319500,326300,315600,326300,328400,334700
38134,Tennessee,131500,128100,133300,130900,1.35E+05,125600,128800,124500,129500,129100,138300,139300
33018,Florida,285800,289500,306700,321800,333700,337900,337300,326100,317700,333100,333200,338400
80906,Colorado,320200,397700,368700,397500,309500,311200,297400,317200,318900,308900,292100,318800
19130,Pennsylvania,353500,355300,349400,343600,326800,330500,330200,324500,3.26E+05,328500,339300,347700
50315,Iowa,133800,134400,129200,123600,117700,117700,119400,121400,118700,121800,125700,135700
95023,California,539500,543200,544900,553700,564400,562300,579900,568300,567300,559900,5.54E+05,572500
14624,New York,130400,127400,126900,119500,1.15E+05,118800,128400,1.34E+05,134500,131700,130200,
46385,Indiana,198900,190300,206100,201300,217900,213100,213300,1.92E+05,187600,184200,208200,208100
95240,California,319100,329400,324900,3.02E+05,2.92E+05,290900,304700,313700,306400,307100,,
32724,Florida,195400,192600,215300,213100,2.18E+05,202200,202400,193900,202100,202200,212400,212600
60563,Illinois,225200,213900,234400,243300,224500,220100,239100,2.73E+05,278700,272700,256900,2.41E+05
45373,Ohio,173200,180800,174100,157100,153300,155700,157900,1.52E+05,144500,161400,,
22033,Virginia,451400,439200,438600,463200,471800,476500,456700,454600,456400,467800,482300,
94901,California,1.08E+06,1056200,1063100,1118400,1194500,1195200,1156800,1141800,1145600,1109300,,
95111,California,744200,765500,739600,737200,742100,747600,764300,768900,777500,775500,771600,7.95E+05
80227,Colorado,307200,309900,303200,308300,3.38E+05,344200,364100,359200,374600,378800,360200,348400
30316,Georgia,2.56E+05,2.72E+05,265900,282100,284100,298800,285900,269800,265700,2.97E+05,313200,
32707,Florida,210300,215300,212300,209500,205900,202900,191600,195400,191900,206300,213700,2.22E+05
92506,California,437800,450800,4.37E+05,4.40E+05,448800,452200,442100,439400,455700,4.51E+05,428900,416100
60540,Illinois,370400,336600,340800,349500,3.62E+05,372900,370700,391700,385600,397100,399100,389800
30019,Georgia,240200,248200,253200,258900,252700,250700,253600,251600,254600,244200,257600,
70118,Louisiana,2.78E+05,321100,320200,343300,3.00E+05,336500,304700,325100,308100,360800,332400,312600
12601,New York,2.09E+05,223800,218900,213500,205900,205100,184100,181100,180300,201500,215700,239700
55423,Minnesota,242500,250400,252100,244600,236800,239400,241200,241500,240100,245900,254700,253100
90815,California,654100,659900,657700,655300,660300,678600,692600,695100,686200,6.89E+05,,
11743,New York,522400,5.42E+05,584300,593400,583800,573900,597500,603100,578600,559700,,
73112,Oklahoma,119500,117400,122900,125700,127700,121500,120700,118600,119500,126300,130700,131900
7753,New Jersey,2.50E+05,268800,275300,288100,270500,281200,268100,267400,266500,291800,302300,295600
84096,Utah,384200,384200,382300,360700,361200,375100,395900,393500,384200,358800,365600,
80203,Colorado,313600,317200,318900,345800,317200,320200,324500,347600,355300,338700,352900,357200
91764,California,3.81E+05,3.97E+05,406400,395200,388100,384100,395200,386700,381100,384700,396500,394600
83706,Idaho,251500,247600,275800,264400,262600,2.59E+05,283700,306500,303400,286500,265400,261200
70458,Louisiana,161700,164900,151500,154500,154400,156900,159300,160100,157500,160700,156700,
8094,New Jersey,1.65E+05,172800,159900,163100,154800,162200,165800,167100,155700,1.48E+05,145700,
33428,Florida,279500,292100,2.75E+05,2.70E+05,260500,262900,271800,251500,2.51E+05,267400,289100,
37363,Tennessee,260600,270500,281500,2.80E+05,266900,261500,255900,264800,246600,256400,248200,255200
30152,Georgia,279100,258600,254200,2.57E+05,256200,242500,238700,240700,261500,272600,276900,
64133,Missouri,109900,105600,113200,116600,1.24E+05,123900,115900,115800,111600,113400,1.11E+05,114800
7307,New Jersey,483100,5.47E+05,563400,512800,487800,463800,498600,510500,541900,543100,543700,533800
21060,Maryland,249900,254300,248300,252100,250800,262600,272200,273700,270100,2.57E+05,255900,259900
50023,Iowa,238900,245900,254800,2.53E+05,244400,234300,234400,236900,245500,254500,2.57E+05,246500
73170,Oklahoma,186400,183600,179600,169800,169600,170600,176200,181900,187300,186400,189300,185800
28273,North Carolina,1.94E+05,199100,198100,204400,218400,2.28E+05,218100,2.02E+05,196900,207400,217100,214400
49508,Michigan,1.74E+05,179100,176300,177400,179200,182100,182800,182400,183900,186700,187300,187900
19082,Pennsylvania,76600,70300,7.30E+04,82600,92300,87800,79300,73800,84200,,,
78217,Texas,156800,172100,168600,1.73E+05,158200,160300,160200,162500,160200,163300,160800,166200
33016,Florida,181300,187500,188800,187900,182200,175900,217900,206300,200700,161500,164100,180900
30252,Georgia,190400,1.87E+05,195500,198700,211900,214100,217400,213600,214200,215600,216700,
80205,Colorado,488500,472400,4.80E+05,468300,466300,444500,473700,478500,4.97E+05,477400,492200,474400
85033,Arizona,160400,163400,165800,163300,165900,167800,167600,169800,1.74E+05,173200,1.74E+05,171400
2139,Massachusetts,877600,813400,782200,670600,7.42E+05,760700,810600,775300,772600,774200,826700,
85286,Arizona,329200,324300,313300,302500,286600,308500,323600,334200,347600,357200,,
8902,New Jersey,245100,2.52E+05,260700,257300,252600,258900,268100,281900,281200,270400,253600,2.40E+05
30084,Georgia,217900,230600,224600,227900,2.20E+05,216700,222900,214900,2.14E+05,210100,212500,
97224,Oregon,394600,410400,416200,419300,411300,407700,411500,417100,414400,416300,4.25E+05,417700
40220,Kentucky,188900,184600,182300,178200,179600,182700,189200,188300,1.87E+05,181800,182100,182300
94608,California,651900,635500,667600,646200,6.91E+05,680400,716400,710900,721100,704400,649900,640500
19063,Pennsylvania,369900,403900,4.05E+05,396400,347700,352800,363500,357800,324800,,,
97222,Oregon,335200,340700,349700,354400,355600,349500,335400,3.39E+05,335900,340400,336100,346800
43110,Ohio,170300,175400,174500,169500,165900,172300,174400,173700,168200,1.69E+05,173200,171500
34232,Florida,210100,230500,228900,220700,221300,217800,221200,211100,217400,2.16E+05,218800,212700
93534,California,219700,224200,231100,242600,243400,244100,240500,2.44E+05,239900,242100,233400,233400
92025,California,510400,488200,488200,525500,518100,5.35E+05,508800,504100,523500,509400,526400,485300
8012,New Jersey,154300,152300,158500,161300,1.61E+05,158500,161900,159900,166100,165900,169700,
70056,Louisiana,151800,154100,148800,153400,155200,161800,162800,156400,155500,156300,171100,175400
32127,Florida,239800,242900,241400,226300,230500,227100,226400,215800,2.18E+05,2.15E+05,227100,235700
1040,Massachusetts,205200,188300,1.92E+05,182100,193700,183100,176200,188500,187700,201300,180300,
70808,Louisiana,2.93E+05,302300,290700,2.80E+05,280300,294500,292200,279700,277200,252400,244300,242600
23111,Virginia,240300,244200,243800,238600,229700,227800,231400,2.31E+05,230300,227200,234700,239500
85120,Arizona,173200,181300,192300,1.94E+05,189100,188900,194600,200100,200600,195500,1.94E+05,
91320,California,703900,745100,732700,729700,681100,6.86E+05,680200,695500,726100,742200,729200,
77338,Texas,146500,148400,147800,147900,149700,152600,154400,149900,153300,161600,165600,164300
91016,California,665800,689800,696900,6.50E+05,664700,665500,713200,688700,699800,680100,687200,679300
48310,Michigan,195400,194600,197500,204100,2.08E+05,206300,203300,200900,203600,204300,207800,213200
30102,Georgia,200100,198900,194600,201100,204100,203300,201100,204300,214300,219200,2.16E+05,
90291,California,1319600,1361500,1534200,1669300,1626800,1656600,1747400,1848700,1911400,1863800,1912400,1733500
37207,Tennessee,197400,208100,205600,2.02E+05,193700,200800,2.14E+05,214600,218400,222900,2.25E+05,220800
97080,Oregon,359400,365800,377300,363900,370600,3.60E+05,360100,345800,347900,351800,367300,370900
30132,Georgia,186100,192200,1.97E+05,199300,200200,199600,197300,201100,208500,2.11E+05,209700,
14612,New York,127500,130800,126100,1.31E+05,130300,135500,137500,136400,145900,1.45E+05,143900,131600
92395,California,232600,2.39E+05,241100,241800,229900,216800,215600,220600,229100,230800,237800,
92584,California,382100,384900,388100,383500,387700,390400,394500,394400,395700,393700,391900,391900
85210,Arizona,199400,2.07E+05,202700,184200,174500,169500,,,,,,
33880,Florida,131700,139400,130900,1.37E+05,126700,133900,132200,137300,136100,145700,146700,152400
80126,Colorado,478900,467200,525600,533700,552400,497200,501100,497400,507100,508700,499700,491100
91606,California,630800,632600,629700,561300,584100,598500,640500,614200,605100,626600,628400,632400
80228,Colorado,434900,419900,412200,407300,429800,436400,447600,454700,446800,436800,418200,412600
90065,California,780200,791100,794100,833500,839100,868400,864100,887400,869100,849800,843600,822200
84107,Utah,266200,261100,268900,265900,266100,246800,238300,242200,259100,259900,257600,
97230,Oregon,320300,318800,314900,322600,318600,327500,3.15E+05,324400,319300,333200,330900,342800
95126,California,935500,957300,962100,1075200,1145700,1106600,1089300,1129300,1121600,1148400,1.07E+06,1130500
30213,Georgia,160900,170100,173200,1.74E+05,164500,166900,1.74E+05,177200,181700,173900,1.71E+05,
33155,Florida,359500,369100,371600,3.71E+05,3.66E+05,353200,3.43E+05,352800,,,,
27502,North Carolina,317500,322900,320900,320400,324500,311900,304400,305500,3.20E+05,335900,326500,342700
23231,Virginia,169300,177300,161100,178700,171100,180900,169100,174300,173700,188800,187200,1.92E+05
28092,North Carolina,143700,1.45E+05,144500,145400,145100,151500,151700,1.57E+05,159400,155500,160500,
85086,Arizona,298200,298100,285300,292800,293700,293300,298900,307700,330500,348500,335400,326600
8857,New Jersey,3.31E+05,357500,3.61E+05,368600,334800,326200,324200,340600,347500,334100,334500,328100
92557,California,329300,330200,331500,334900,3.39E+05,339300,3.35E+05,339900,335800,338300,329600,335100
94404,California,1163800,1087300,1053500,1213900,1339600,1383600,1362900,1347100,1408700,1411100,1413200,
84020,Utah,455700,464600,442300,431300,419100,4.19E+05,417700,430600,451800,467400,460300,
75154,Texas,229200,247500,246600,237700,233300,227700,229900,226900,228100,228500,2.36E+05,251400
20785,Maryland,211800,211500,217400,219600,225300,221300,225700,214100,2.17E+05,206600,217800,223400
20743,Maryland,194900,196800,212300,219900,221400,211500,211400,209400,209800,2.01E+05,197700,197500
91913,California,501400,495200,512900,510800,529400,539400,5.41E+05,550400,549200,533100,504700,4.91E+05
48126,Michigan,129400,1.26E+05,121900,115700,116300,124700,128200,125500,121800,119800,120100,
53219,Wisconsin,137300,136600,129400,134900,132500,135700,136200,1.37E+05,139900,1.44E+05,149700,155200
92069,California,549500,559100,563200,551800,552500,566900,588400,573900,5.60E+05,528600,541300,560300
94804,California,450600,476200,493300,493300,490800,492700,489200,485400,,,,
76262,Texas,3.98E+05,395500,390700,377600,388200,381100,359600,342400,343800,343800,342600,339500
94116,California,1.38E+06,1383100,1357200,1351300,1408100,1436800,1470700,1452500,1473100,1440700,1358600,
14225,New York,111300,106300,106300,111200,118200,118400,119300,118900,119800,119900,123900,
87144,New Mexico,186500,185400,184300,189300,192300,195600,193300,189800,185300,177300,185100,
78154,Texas,215900,214300,205600,215300,214800,221200,212400,211200,214800,214300,219200,218500
33604,Florida,142700,162200,169400,167400,156800,159900,159300,159700,166200,168500,164700,1.56E+05
70058,Louisiana,138300,141100,131300,128300,1.27E+05,139800,135400,133100,1.39E+05,143400,1.43E+05,143900
33014,Florida,246600,233100,246500,245500,255700,249300,242400,234700,231100,2.40E+05,250900,256400
33702,Florida,1.90E+05,199500,199600,199700,182700,1.78E+05,181800,196700,222700,223300,223900,200100
95050,California,1.20E+06,1069600,1080700,1158900,1342900,1337400,1214800,1187400,1178600,1233200,1.20E+06,1141800
55369,Minnesota,261800,261300,247900,260100,267600,285600,279700,2.82E+05,271200,264600,266800,274200
30338,Georgia,395400,391200,382500,435600,433500,430300,435500,457200,477200,4.70E+05,4.69E+05,
90723,California,347400,357900,364500,345100,3.31E+05,338500,357400,3.64E+05,375500,,,
60068,Illinois,360200,3.91E+05,3.96E+05,413700,386100,386600,373600,360500,351900,364500,399400,401600
76210,Texas,2.55E+05,260500,254400,259200,254700,259300,256700,260100,2.62E+05,265100,267400,271100
84047,Utah,2.70E+05,270500,255200,2.53E+05,269100,292800,291400,284400,2.72E+05,286100,291100,
92084,California,548500,563500,592100,579800,538400,517900,524800,529700,535500,5.40E+05,539800,578600
6040,Connecticut,1.66E+05,175800,2.01E+05,221800,205400,183600,158800,168800,162400,180700,181300,196700
89012,Nevada,324200,351900,346800,352700,348800,352300,3.41E+05,333100,334600,337100,345400,343800
98026,Washington,559800,529300,533800,5.27E+05,555400,5.64E+05,545300,519800,5.27E+05,516500,526400,5.31E+05
90501,California,6.49E+05,652200,674500,695500,686500,6.59E+05,6.36E+05,663100,673900,681200,670500,6.51E+05
63304,Missouri,220100,217500,223400,228100,234800,235700,241300,235200,238400,244300,257200,254300
60302,Illinois,251300,2.49E+05,248400,253800,241200,274600,259200,285300,315200,336100,318600,3.02E+05
8901,New Jersey,1.80E+05,168700,159700,156500,178300,198900,204900,2.16E+05,212100,227500,230200,223400
20110,Virginia,326300,299500,277300,299200,302900,312100,304100,306200,3.11E+05,3.14E+05,321300,321600
94551,California,726900,751600,733200,735300,715800,7.28E+05,729300,729600,,,,
34653,Florida,124400,123800,122700,119300,127600,128300,127900,122700,121500,120500,120400,121300
90262,California,408500,400100,398300,397100,415700,4.31E+05,4.22E+05,422600,416900,431300,,
20707,Maryland,2.50E+05,246500,266600,290700,294500,263800,251700,248300,237500,249600,251800,274400
93313,California,258700,260100,260400,262100,261400,253400,244400,244400,,,,
92019,California,502900,503700,507700,514400,513400,493600,483700,5.06E+05,521900,516300,489700,505600
60031,Illinois,210600,211700,2.65E+05,249400,2.37E+05,2.10E+05,211500,228500,216300,2.22E+05,215800,222600
28625,North Carolina,167500,163300,161600,155100,154500,156400,156500,1.63E+05,157600,158100,150600,162900
91732,California,508100,486300,502900,513100,529500,5.10E+05,5.13E+05,511700,524200,516200,515900,5.06E+05
44146,Ohio,85300,80100,85200,86600,93300,90500,95400,101900,109100,114800,1.13E+05,105600
50317,Iowa,120900,129300,138500,126700,119400,109900,108900,109600,112800,108900,107600,118300
94560,California,922500,969800,923100,916500,882300,880700,895300,934500,935100,913200,870800,896500
8844,New Jersey,334900,342500,324500,319800,375700,403600,393800,344900,337200,321200,346400,370400
35226,Alabama,252100,272900,277800,283100,267700,256900,249700,252900,259600,263700,270900,
48154,Michigan,2.11E+05,205200,203500,206500,211100,214300,219300,213500,209700,209800,209200,
10950,New York,300600,302800,293300,2.88E+05,289800,307900,306900,314100,300200,286500,,
85614,Arizona,160700,166800,167300,169800,162700,161400,158600,158400,181400,188100,1.97E+05,1.80E+05
99206,Washington,240600,208900,2.17E+05,207300,230100,2.36E+05,239800,241900,238800,2.40E+05,242300,243800
90740,California,925800,883900,987900,951600,9.82E+05,950900,9.02E+05,929400,981300,1025800,998300,895200
20814,Maryland,682100,682800,715800,688300,677500,668700,698400,734300,712400,7.10E+05,678300,
21014,Maryland,287400,287600,258300,2.68E+05,251800,270500,292100,301700,282500,270700,2.64E+05,279100
33573,Florida,173500,176500,181900,174100,167300,165600,164900,171100,169100,167500,167100,1.72E+05
63119,Missouri,252100,231100,244500,243100,243300,236500,230100,231600,221700,227300,240100,248600
85035,Arizona,164600,164800,171600,167600,168500,168900,170400,169700,1.69E+05,1.71E+05,180900,183800
80247,Colorado,208700,204500,218100,228200,241100,239100,222800,215400,202300,212800,,
38018,Tennessee,164100,160400,164700,165900,1.63E+05,163900,162400,1.68E+05,173600,186900,187100,178900
78749,Texas,347700,354200,351800,350500,345700,352800,358100,362800,375100,377600,368500,387100
73110,Oklahoma,78500,71900,74500,77300,85900,78900,73400,70900,8.00E+04,88600,86800,81300
80204,Colorado,398700,420900,440100,448300,390600,380200,380100,422400,416600,404400,415500,435700
55407,Minnesota,235500,2.23E+05,227400,225400,253500,242600,240700,2.33E+05,240800,244200,236600,239900
89149,Nevada,250700,257100,274300,274500,2.86E+05,2.84E+05,290300,293900,310100,308400,309400,294400
97128,Oregon,3.08E+05,307400,310900,318300,307900,304200,305400,316800,321600,321600,336300,335300
29063,South Carolina,159300,157700,157600,148900,158100,161700,164600,152900,147200,141200,140700,147100
94578,California,651300,664900,651800,606500,602500,609500,641600,624700,6.33E+05,626600,614100,605800
23831,Virginia,2.15E+05,209400,1.99E+05,211700,218800,2.20E+05,223800,221800,227900,211200,213900,218400
40229,Kentucky,146300,1.48E+05,144400,145600,142100,144200,145600,147400,149600,149900,158400,160600
10013,New York,3500500,3021400,3407800,3.11E+06,3723300,3.50E+06,3937800,3461800,3763900,3643300,4157300,4141200
98374,Washington,334100,343400,342300,335500,335500,332100,338100,337700,346400,3.39E+05,343300,343600
92308,California,219800,219800,227400,231800,230300,224900,2.24E+05,233200,231100,236500,240800,241400
38002,Tennessee,248200,254100,248800,265700,262100,265700,255900,248900,250100,249900,244200,242900
28214,North Carolina,154900,166400,173100,178500,175600,172400,176400,170200,177300,172900,177300,175200
53188,Wisconsin,230800,2.49E+05,2.57E+05,242800,247500,230900,220300,219500,224100,229800,211100,
29466,South Carolina,377400,4.24E+05,440800,439600,397100,379100,399900,418800,430600,401900,388100,
89104,Nevada,1.86E+05,193400,204200,217500,216500,226500,219200,217700,208400,204200,211100,
23060,Virginia,263400,269100,274500,284500,299900,2.99E+05,291600,262400,260500,2.70E+05,2.72E+05,2.68E+05
48127,Michigan,1.34E+05,133600,135800,136600,134700,130400,136900,144900,149100,149100,143500,
94044,California,904400,969300,1025400,1037500,1015900,1.04E+06,1.07E+06,1111900,1096200,1094300,1024100,999100
92307,California,262500,268600,264500,258200,258400,251300,254400,258100,259500,260900,273300,274100
17112,Pennsylvania,198800,2.02E+05,1.96E+05,190100,1.88E+05,191200,196800,196800,198100,196200,191200,191700
48035,Michigan,130700,132900,136300,130100,131100,121800,120900,125700,129800,146800,148200,155400
48239,Michigan,94800,88700,89800,88500,89300,88100,97400,101700,104700,105300,115600,
98087,Washington,435700,442600,453900,4.54E+05,465200,464900,463900,442700,438700,440300,435200,463500
89030,Nevada,139300,140500,135100,144500,151800,173200,175700,177600,160600,165100,167500,
40272,Kentucky,127500,144400,138100,137500,118100,114300,113600,126300,129900,129600,121500,123900
29710,South Carolina,194900,195200,211500,223500,240200,248200,246500,240400,228400,211900,241400,265500
93726,California,1.89E+05,193500,1.94E+05,194500,187600,190600,201800,198600,196900,193800,204200,205800
27560,North Carolina,327300,334900,302800,283400,276600,283800,296200,299800,297200,309500,309100,317100
32209,Florida,27500,31300,32900,3.60E+04,33800,35800,41500,43600,45300,37700,38100,34300
53066,Wisconsin,301400,298900,312500,287200,293300,302400,315100,329900,337600,347900,3.43E+05,
92262,California,355200,381700,380700,365100,364300,353700,355100,372300,420200,4.38E+05,433300,4.10E+05
90638,California,550100,565800,564900,590600,595200,597800,590700,578600,576100,5.60E+05,560900,583800
90241,California,577900,636200,617600,629700,566200,589100,578300,573800,579300,556100,557800,5.43E+05
77065,Texas,179800,170700,184600,192500,2.04E+05,186900,181200,171100,177900,174100,182800,181900
37214,Tennessee,183900,1.93E+05,201100,208100,217200,224500,2.27E+05,226400,232300,236700,219100,212700
90008,California,713700,722600,701700,748500,755900,809500,802700,818100,708500,728400,770400,8.77E+05
77471,Texas,186900,193600,191200,196800,1.95E+05,198500,194200,193600,2.01E+05,202900,2.09E+05,
2909,Rhode Island,162400,166500,168100,181900,176900,174800,159200,157900,169800,1.69E+05,175700,165700
95757,California,456500,462600,464700,462800,466100,4.72E+05,478800,483300,490100,485800,473500,463200
98107,Washington,768500,7.60E+05,834700,809100,802100,809900,784200,766600,702600,662900,675900,691300
14215,New York,50300,56200,59500,53500,4.80E+04,47600,49100,45300,43700,41900,4.50E+04,
20016,District of Columbia,808900,832700,7.15E+05,847500,853500,912400,889900,911700,901900,869300,884900,878800
66212,Kansas,206300,211500,211600,223800,217100,217800,213300,211900,2.08E+05,207300,216200,
91401,California,757200,759900,768300,789400,765700,724900,6.93E+05,685300,728700,784300,7.56E+05,714700
92840,California,558500,571500,574600,575800,567500,564500,5.66E+05,566900,566900,570600,575400,5.92E+05
60047,Illinois,4.52E+05,437800,3.79E+05,363100,372600,393700,404800,417400,436300,457500,475500,482800
12020,New York,229400,248600,2.63E+05,274600,258800,2.33E+05,232700,236900,251300,259200,266400,
94523,California,696200,680600,709700,7.34E+05,780500,7.46E+05,752400,728200,766600,743900,757200,753900
94582,California,960400,1022600,1069400,1067600,1.02E+06,1042100,1.10E+06,1148300,1195700,1169200,1134800,1021600
17013,Pennsylvania,1.69E+05,166300,179900,161500,174100,167700,169100,164700,158600,153200,149800,147300
90266,California,2404600,2487100,2221500,2227200,2172900,2244200,2277400,2501200,2417200,2520900,2238200,2636300
80004,Colorado,395900,402600,402800,405600,415200,418100,4.12E+05,407200,404900,406400,400900,411300
19115,Pennsylvania,229900,221700,205900,196100,203300,221400,225500,236300,245200,2.49E+05,251700,241600
1760,Massachusetts,522300,502400,516800,517300,5.56E+05,550400,532300,528400,581100,582500,549400,
95691,California,359600,364200,384900,394900,394900,396100,391300,389100,396300,384400,394600,375200
92505,California,379200,393600,391100,405600,398100,3.96E+05,379300,376500,3.82E+05,390400,391200,400900
91767,California,431800,439200,421100,407200,417300,441800,4.41E+05,427200,416700,418200,439700,453400
93030,California,493900,479300,4.92E+05,493900,5.12E+05,523200,544900,5.31E+05,501200,462300,4.63E+05,494400
33707,Florida,189500,200100,209200,220700,207700,2.06E+05,199400,212900,215600,213700,221300,227100
34205,Florida,147500,138600,144700,1.65E+05,177900,173900,166700,1.62E+05,160700,146900,141600,157200
60030,Illinois,198100,203200,195800,208700,201600,207100,204800,214600,210600,216100,2.04E+05,210100
91360,California,6.75E+05,669700,698600,692800,693900,669300,658800,639700,635100,642700,667800,677800
15206,Pennsylvania,232100,219100,211100,216300,234500,237400,227800,236100,196200,204100,,
68104,Nebraska,119600,125200,124800,115900,117500,112900,113900,109500,114400,118200,118600,
74014,Oklahoma,151500,150400,155900,159200,1.64E+05,163800,1.64E+05,165200,165100,165500,162400,159200
92821,California,710100,694200,711900,702900,726900,691800,686900,697400,,,,
92705,California,911300,952800,994200,974900,875600,962900,982400,1055700,932600,950500,930600,1010300
89032,Nevada,213400,216300,2.26E+05,230700,240400,240500,247500,246300,253100,254500,259700,
13027,New York,160800,167500,1.61E+05,164700,153900,160500,145500,147400,156600,1.65E+05,162300,
92649,California,727500,766300,792300,878800,8.40E+05,841800,792400,7.96E+05,866800,847400,857100,834900
98056,Washington,485800,453700,454900,4.93E+05,501200,503800,495300,500400,501400,5.36E+05,524100,5.16E+05
21244,Maryland,189900,203400,216800,204700,193600,194100,204600,212300,202100,194900,193700,2.01E+05
6450,Connecticut,1.40E+05,144800,1.49E+05,150100,1.49E+05,150600,149300,148700,144400,1.54E+05,162700,
30092,Georgia,309500,316500,3.31E+05,323800,302900,295300,311200,329200,288600,288200,274500,
22015,Virginia,460100,4.78E+05,481100,468700,472100,471700,481500,445800,441400,446900,518300,
21042,Maryland,530400,529200,556300,599200,612200,594200,541400,539100,538700,545900,535100,534400
43402,Ohio,184400,202200,189800,181700,160600,160700,165200,164700,167900,159100,182800,
63146,Missouri,201200,210800,2.28E+05,243400,235600,226200,201600,209100,202800,217600,219200,218800
92373,California,470200,500200,527400,538200,512600,468300,489100,470200,478300,468600,480100,501400
37919,Tennessee,271700,274200,276200,270400,263600,252400,248200,241500,249400,254200,245100,
77356,Texas,233100,241500,236900,242300,238500,246800,240900,233100,239800,235900,267900,239300
55082,Minnesota,341700,337300,326900,319600,325200,336200,340700,325700,320300,332500,359700,343500
43221,Ohio,296500,304900,3.05E+05,296400,306100,307500,301800,304300,298200,3.00E+05,284700,277200
72120,Arkansas,146500,149900,154200,156800,149400,151100,150200,1.48E+05,147400,144400,156900,162800
33010,Florida,2.01E+05,208500,228400,234100,275700,2.85E+05,288600,280600,297100,294600,271100,258600
40207,Kentucky,291700,289400,2.86E+05,278200,277500,2.98E+05,297400,292200,269500,278500,276900,299800
98198,Washington,387200,397900,387300,3.74E+05,359700,347600,353300,367900,368500,372800,363100,380900
72023,Arkansas,133800,144800,147800,150500,146800,153100,163200,160400,161300,144600,141300,
80221,Colorado,340500,3.44E+05,337900,326900,328300,328200,332300,335200,339600,337800,3.30E+05,323300
85379,Arizona,225900,230900,231300,227800,226100,235500,238200,241600,244700,2.50E+05,248300,
23235,Virginia,225600,234600,240400,224600,230800,238100,252200,242900,237600,229500,227500,222700
90505,California,867100,909700,9.13E+05,923600,889900,896500,869300,854600,819300,833700,858300,892900
30269,Georgia,313100,327600,349700,352700,334900,322400,303200,310600,313600,335900,339200,
33884,Florida,169100,171800,171500,168300,168200,174700,175300,184100,179800,1.89E+05,1.92E+05,192500
92058,California,395100,405800,422900,442300,434800,418300,427700,400600,396900,4.05E+05,4.26E+05,451200
85042,Arizona,229900,210400,208500,2.11E+05,219300,218300,212100,217300,,,,
18018,Pennsylvania,156800,154400,157900,158800,158400,153800,152400,151800,154200,152300,161800,155200
90808,California,661500,694700,691100,6.97E+05,672500,682700,684700,680200,692400,687100,6.92E+05,671400
95833,California,290700,295600,290500,293400,293900,298600,302100,305900,3.08E+05,305700,302800,304900
60564,Illinois,395800,364900,354300,3.65E+05,3.81E+05,381300,394400,419200,407400,399800,381300,417100
95843,California,323100,332600,340400,342200,345600,342500,349600,351800,349200,340100,335500,342700
78610,Texas,251700,250700,250600,254200,256500,256200,256900,2.63E+05,262800,262900,265400,281700
84123,Utah,256200,255200,259800,280400,274900,276800,259800,260900,258500,272100,266900,
60103,Illinois,258100,266100,266700,257300,249200,253700,251700,255400,257500,261400,260600,264400
30033,Georgia,306800,338800,342400,345900,323400,328500,3.20E+05,325500,345200,356800,346400,
85138,Arizona,178900,1.76E+05,175200,176300,183100,190500,199700,202300,203700,201400,206200,208400
85233,Arizona,264100,270400,2.74E+05,267100,262300,265500,277600,283600,,,,
20120,Virginia,424500,451200,467100,476300,4.43E+05,436100,428200,4.16E+05,420400,422300,439100,
18966,Pennsylvania,334800,342300,326200,315700,323100,342200,345600,334100,3.20E+05,307600,312300,313100
33710,Florida,192300,1.95E+05,200700,192700,188900,187900,188700,192500,198500,201800,206100,2.01E+05
60137,Illinois,337200,345800,362900,3.71E+05,360100,359900,372100,369300,362700,3.45E+05,329900,342100
80209,Colorado,738800,724100,691300,6.50E+05,609300,686900,7.05E+05,727900,661100,620100,601500,666400
